archivo,marcador,frame,X (px),Y (px)
6,cadera_izquierda,6,761.06495,643.16581
6,hombro_izquierdo,6,730.52319,532.62005
6,punta_izquierda,7,731.49725,770.62283
6,talon_izquierdo,7,772.58921,768.75215
6,tobillo_izquierdo,7,761.42687,758.77215
6,rodilla_izquierda,7,728.62507,701.79565
6,cadera_izquierda,7,753.76299,640.5267
6,hombro_izquierdo,7,722.09862,530.74712
6,punta_izquierda,8,730.3977,771.24287
6,talon_izquierdo,8,772.56231,768.77797
6,tobillo_izquierdo,8,759.4265,758.41082
6,rodilla_izquierda,8,729.30141,701.7681
6,cadera_izquierda,8,750.03279,636.79133
6,hombro_izquierdo,8,714.06847,529.5296
6,punta_izquierda,9,729.89965,771.23605
6,talon_izquierdo,9,772.51156,768.72415
6,tobillo_izquierdo,9,759.57247,758.37387
6,rodilla_izquierda,9,729.74545,701.2237
6,cadera_izquierda,9,745.10233,635.05023
6,hombro_izquierdo,9,707.63569,528.98748
6,punta_izquierda,10,728.218,771.33216
6,talon_izquierdo,10,772.54789,768.74507
6,tobillo_izquierdo,10,759.51914,758.26199
6,rodilla_izquierda,10,730.33699,700.81126
6,cadera_izquierda,10,743.77567,634.82544
6,hombro_izquierdo,10,702.57008,526.35987
6,punta_izquierda,11,727.41411,771.27384
6,talon_izquierdo,11,773.08651,768.83661
6,tobillo_izquierdo,11,759.48595,758.26514
6,rodilla_izquierda,11,729.69824,700.65709
6,cadera_izquierda,11,740.04599,634.70758
6,hombro_izquierdo,11,694.1506,524.47551
13,punta_izquierda,0,440.35572,812.02138
13,talon_izquierdo,0,504.11865,809.43764
13,tobillo_izquierdo,0,492.45461,792.8032
13,rodilla_izquierda,0,504.44326,694.4787
13,cadera_izquierda,0,567.12719,620.28165
13,hombro_izquierdo,0,551.5036,472.23427
13,punta_izquierda,1,440.34631,812.15302
13,talon_izquierdo,1,504.39062,809.14983
13,tobillo_izquierdo,1,492.31098,792.66261
13,rodilla_izquierda,1,495.53719,693.80104
13,cadera_izquierda,1,560.9198,619.93178
13,hombro_izquierdo,1,543.49348,472.33752
13,punta_izquierda,2,440.40462,812.09541
13,talon_izquierdo,2,503.97537,809.14068
13,tobillo_izquierdo,2,491.13493,792.61394
13,rodilla_izquierda,2,484.2758,691.67017
13,cadera_izquierda,2,548.3123,618.43691
13,hombro_izquierdo,2,530.29181,473.61385
13,punta_izquierda,3,440.42859,811.92218
13,talon_izquierdo,3,503.09629,808.97171
13,tobillo_izquierdo,3,490.52456,792.53908
13,rodilla_izquierda,3,478.37176,691.4175
13,cadera_izquierda,3,541.29759,617.76743
13,hombro_izquierdo,3,514.79553,478.3825
13,punta_izquierda,4,440.07485,811.4444
13,talon_izquierdo,4,503.52184,808.43722
13,tobillo_izquierdo,4,490.51146,791.73371
13,rodilla_izquierda,4,474.92297,685.19411
13,cadera_izquierda,4,532.84412,613.61608
13,hombro_izquierdo,4,498.02811,480.04152
13,punta_izquierda,5,440.77374,808.18887
13,talon_izquierdo,5,505.70045,805.97662
13,tobillo_izquierdo,5,490.52822,790.94153
13,rodilla_izquierda,5,471.33456,685.10515
13,cadera_izquierda,5,522.59399,612.00875
13,hombro_izquierdo,5,484.62204,479.71287
13,punta_izquierda,6,441.34538,809.62297
13,talon_izquierdo,6,505.88081,806.11399
13,tobillo_izquierdo,6,490.18364,791.18583
13,rodilla_izquierda,6,471.23265,705.50406
13,cadera_izquierda,6,513.27908,614.35907
13,hombro_izquierdo,6,473.16894,479.4454
13,punta_izquierda,7,441.24547,809.93125
13,talon_izquierdo,7,505.76277,806.13504
13,tobillo_izquierdo,7,489.37288,791.41203
13,rodilla_izquierda,7,466.6323,704.24473
13,cadera_izquierda,7,508.73657,611.58749
13,hombro_izquierdo,7,464.25296,475.7266
13,punta_izquierda,8,440.79649,811.65967
13,talon_izquierdo,8,505.65239,806.33125
13,tobillo_izquierdo,8,488.21383,791.97961
13,rodilla_izquierda,8,462.57746,703.1171
13,cadera_izquierda,8,509.99788,605.21328
13,hombro_izquierdo,8,452.76232,470.84819
13,punta_izquierda,9,440.73429,811.6363
13,talon_izquierdo,9,503.33004,806.41185
13,tobillo_izquierdo,9,487.09751,791.95933
13,rodilla_izquierda,9,457.51968,702.58461
13,cadera_izquierda,9,507.20312,600.02024
13,hombro_izquierdo,9,441.82096,463.77903
14,punta_izquierda,0,548.89212,797.43078
14,talon_izquierdo,0,610.17986,795.83613
14,tobillo_izquierdo,0,597.19374,780.61913
14,rodilla_izquierda,0,602.06669,686.37426
14,cadera_izquierda,0,671.72911,620.54661
14,hombro_izquierdo,0,654.6559,463.80234
14,punta_izquierda,1,549.22983,797.79655
14,talon_izquierdo,1,609.4614,795.82616
14,tobillo_izquierdo,1,597.02402,780.80137
14,rodilla_izquierda,1,597.5247,686.34594
14,cadera_izquierda,1,662.3041,618.50418
14,hombro_izquierdo,1,647.07161,464.06244
14,punta_izquierda,2,548.86419,797.78277
14,talon_izquierdo,2,609.2395,795.88879
14,tobillo_izquierdo,2,596.66542,781.23228
14,rodilla_izquierda,2,588.9287,686.27912
14,cadera_izquierda,2,652.73598,616.19081
14,hombro_izquierdo,2,630.90734,464.85503
14,punta_izquierda,3,548.57569,797.78644
14,talon_izquierdo,3,608.72034,795.86214
14,tobillo_izquierdo,3,595.55237,781.22764
14,rodilla_izquierda,3,586.02819,684.49502
14,cadera_izquierda,3,647.18611,614.09997
14,hombro_izquierdo,3,616.93096,466.31202
14,punta_izquierda,4,548.32306,797.96122
14,talon_izquierdo,4,610.77061,796.98094
14,tobillo_izquierdo,4,595.58584,782.28201
14,rodilla_izquierda,4,583.20105,683.11815
14,cadera_izquierda,4,639.28122,610.41513
14,hombro_izquierdo,4,608.09818,468.34791
14,punta_izquierda,5,548.06248,798.0357
14,talon_izquierdo,5,610.11538,796.73298
14,tobillo_izquierdo,5,595.08745,782.09687
14,rodilla_izquierda,5,589.46978,695.78115
14,cadera_izquierda,5,640.12459,610.92806
14,hombro_izquierdo,5,598.57847,468.15769
14,punta_izquierda,6,546.69765,798.62812
14,talon_izquierdo,6,609.54277,796.60661
14,tobillo_izquierdo,6,594.28076,781.90169
14,rodilla_izquierda,6,587.96019,690.64509
14,cadera_izquierda,6,638.75948,608.71523
14,hombro_izquierdo,6,589.61243,467.87496
14,punta_izquierda,7,546.49532,798.85967
14,talon_izquierdo,7,607.80127,796.13933
14,tobillo_izquierdo,7,593.68269,781.81975
14,rodilla_izquierda,7,587.48835,686.49264
14,cadera_izquierda,7,637.91376,604.22097
14,hombro_izquierdo,7,579.05273,466.67138
15,punta_izquierda,0,517.05254,816.63119
15,talon_izquierdo,0,588.46785,815.11714
15,tobillo_izquierdo,0,573.74331,796.44047
15,rodilla_izquierda,0,591.53841,698.48276
15,cadera_izquierda,0,666.10439,628.93126
15,hombro_izquierdo,0,658.48515,470.48622
15,punta_izquierda,1,517.055,817.25561
15,talon_izquierdo,1,586.45363,814.83074
15,tobillo_izquierdo,1,572.84666,796.4339
15,rodilla_izquierda,1,582.82265,696.99665
15,cadera_izquierda,1,657.78357,627.0105
