archivo,marcador,frame,X (px),Y (px)
92,rodilla_derecha,7,-126.496032714844,-251.132568359375
92,rodilla_derecha,8,-134.245666503906,-241.507446289063
92,cadera_derecha,0,-173.549133300781,-220.212158203125
92,cadera_derecha,1,-172.373718261719,-224.373657226563
92,cadera_derecha,2,-171.001220703125,-225.497192382813
92,cadera_derecha,3,-169.754333496094,-227.494873046875
92,cadera_derecha,4,-170.880065917969,-227.742797851563
92,cadera_derecha,5,-169.633178710938,-226.116394042969
92,cadera_derecha,6,-171.133850097656,-222.99072265625
92,cadera_derecha,7,-172.511047363281,-222.114196777344
92,cadera_derecha,8,-175.51220703125,-218.988403320313
92,rodilla_izquierda,0,-163.0,-268.750854492188
92,rodilla_izquierda,1,-163.373718261719,-266.752014160156
92,rodilla_izquierda,2,-162.374816894531,-266.875427246094
92,rodilla_izquierda,3,-162.124572753906,-267.250244140625
92,rodilla_izquierda,4,-162.499450683594,-266.125732421875
92,rodilla_izquierda,5,-162.749694824219,-266.500610351563
92,rodilla_izquierda,6,-163.3115234375,-266.219116210938
92,rodilla_izquierda,7,-163.749755859375,-265.750854492188
92,rodilla_izquierda,8,-166.250305175781,-266.123413085938
92,cadera_izquierda,0,-208.043884277344,-228.858093261719
92,cadera_izquierda,1,-205.502868652344,-230.873107910156
92,cadera_izquierda,2,-202.129211425781,-234.621704101563
92,cadera_izquierda,3,-199.505126953125,-236.870849609375
92,cadera_izquierda,4,-200.880065917969,-235.746215820313
92,cadera_izquierda,5,-204.253723144531,-234.996520996094
92,cadera_izquierda,6,-207.129150390625,-230.996520996094
92,cadera_izquierda,7,-210.002319335938,-230.123413085938
92,cadera_izquierda,8,-211.752014160156,-228.499450683594
92,tobillo_izquierdo,0,-131.073913574219,-324.321716308594
92,tobillo_izquierdo,1,-130.500610351563,-322.875427246094
92,tobillo_izquierdo,2,-131.374816894531,-322.0
92,tobillo_izquierdo,3,-132.0,-322.0
92,tobillo_izquierdo,4,-132.0,-322.0
92,tobillo_izquierdo,5,-132.749694824219,-320.500549316406
91,tobillo_derecho,0,-160.804016113281,-303.430114746094
91,tobillo_derecho,1,-140.132690429688,-314.995361328125
91,tobillo_derecho,2,-120.504028320313,-326.998840332031
91,tobillo_derecho,3,-105.134887695313,-329.622863769531
91,tobillo_derecho,4,-99.2617797851563,-320.626342773438
91,tobillo_derecho,5,-98.8754272460938,-304.630859375
91,tobillo_derecho,6,-106.002319335938,-282.498291015625
91,tobillo_derecho,7,-115.250305175781,-258.62744140625
91,tobillo_derecho,8,-125.499450683594,-237.252624511719
91,rodilla_derecha,0,-132.689819335938,-282.063354492188
91,rodilla_derecha,1,-126.876586914063,-277.626281738281
91,rodilla_derecha,2,-122.998840332031,-273.00927734375
